distancia_km,tiempo_min,velocidad_kmh,carga_kg,peso_vehiculo_kg,capacidad_kg,cilindraje_l,rendimiento_km_l,factor_trafico,factor_clima,hora_sin,hora_cos,tipo_via_codigo,detenciones_estimadas,pendiente_pct,consumo_base_l,consumo_real_l,fuente
2.30574,2.85547,48.449,584.006,9000.0,2500.0,2.756,7.7069,1.0,1.0514,0.70711,0.70711,2,5,4.5235,0.299177,0.3691,SIMULADO_CONTROLADO
2.19377,5.28675,24.89733,804.358,1400.0,4000.0,3.329,14.6253,1.0684,1.0868,0.5,0.86603,0,1,3.0777,0.149998,0.200787,SIMULADO_CONTROLADO
1.87802,2.63066,42.83371,5105.941,1400.0,7000.0,1.7,15.5227,1.3896,1.0021,0.5,0.86603,2,1,2.3039,0.120985,0.200835,SIMULADO_CONTROLADO
0.66753,1.1263,35.5606,2029.971,9000.0,7000.0,5.643,5.5197,1.0,1.0705,-0.5,0.86603,1,0,4.416,0.120936,0.145877,SIMULADO_CONTROLADO
2.88722,5.547,31.23002,1097.432,900.0,1800.0,6.051,14.1198,1.0402,0.9964,-0.70711,0.70711,0,4,1.4334,0.20448,0.265702,SIMULADO_CONTROLADO
1.24641,1.95526,38.24795,382.386,2800.0,500.0,4.782,14.6163,1.1621,1.0094,0.70711,-0.70711,1,2,0.0,0.085275,0.127825,SIMULADO_CONTROLADO
1.70652,3.10771,32.94757,941.736,4200.0,1200.0,3.557,11.4619,1.2053,1.0189,0.25882,-0.96593,0,2,2.3885,0.148887,0.235679,SIMULADO_CONTROLADO
3.66874,6.77642,32.48384,1018.317,1400.0,2500.0,4.455,13.6241,1.06,1.0554,0.70711,-0.70711,0,5,2.5741,0.269284,0.368679,SIMULADO_CONTROLADO
1.91213,5.036,22.78154,192.553,2200.0,500.0,4.125,13.1815,1.1723,0.9861,-0.25882,-0.96593,3,5,2.0331,0.145062,0.20456,SIMULADO_CONTROLADO
1.79975,2.19562,49.1821,243.981,6500.0,500.0,1.473,9.6581,1.2573,0.9924,0.86603,0.5,2,3,4.9988,0.186346,0.292118,SIMULADO_CONTROLADO
2.22087,5.91951,22.51071,1176.149,4200.0,1200.0,3.29,11.615,1.4738,1.006,-0.70711,-0.70711,0,2,3.551,0.191207,0.396041,SIMULADO_CONTROLADO
1.53898,4.59549,20.09338,1339.859,4200.0,7000.0,4.681,10.4739,1.1398,1.0372,0.0,-1.0,3,4,2.2584,0.146935,0.206865,SIMULADO_CONTROLADO
6.9551,9.6807,43.10699,518.554,2800.0,1200.0,5.693,13.0108,1.1534,0.9929,-0.70711,0.70711,2,15,2.4884,0.534565,0.737339,SIMULADO_CONTROLADO
6.33423,24.48195,15.52383,2605.271,2200.0,7000.0,3.103,14.6567,1.4044,1.0469,0.96593,-0.25882,3,23,2.6693,0.432172,0.827346,SIMULADO_CONTROLADO
6.22534,7.30398,51.13929,1419.436,4200.0,4000.0,5.542,12.9052,1.0721,1.0189,-1.0,-0.0,2,7,3.6047,0.482392,0.665721,SIMULADO_CONTROLADO
2.51449,3.53324,42.70007,719.68,900.0,1200.0,5.212,13.7265,1.0,1.0646,0.70711,0.70711,1,1,2.6103,0.183185,0.233061,SIMULADO_CONTROLADO
1.18064,1.89962,37.29103,497.189,900.0,800.0,6.125,13.69,1.2,1.0378,0.5,0.86603,2,2,2.1756,0.086242,0.123584,SIMULADO_CONTROLADO
3.73717,5.54925,40.40722,3530.861,6500.0,4000.0,6.444,7.8966,1.3322,1.1138,-1.0,-0.0,2,8,0.0,0.473264,0.90244,SIMULADO_CONTROLADO
1.5485,2.05194,45.27894,2464.76,1400.0,4000.0,1.421,15.2,1.2178,1.0405,-0.70711,0.70711,2,0,1.0094,0.101875,0.14371,SIMULADO_CONTROLADO
3.9652,8.3763,28.40299,2081.534,6500.0,2500.0,3.519,10.2726,1.1445,0.9802,-0.70711,0.70711,0,2,3.0817,0.385997,0.591626,SIMULADO_CONTROLADO
1.13427,1.40301,48.5072,2707.997,900.0,7000.0,5.3,11.7651,1.0,1.0254,0.25882,0.96593,1,0,2.8948,0.09641,0.111776,SIMULADO_CONTROLADO
2.64715,5.92322,26.81459,119.636,1400.0,500.0,5.563,13.6496,1.1507,1.036,0.86603,-0.5,0,4,0.0,0.193936,0.297233,SIMULADO_CONTROLADO
4.35249,9.56401,27.30542,614.331,9000.0,1200.0,1.639,9.6573,1.3573,0.9941,0.25882,-0.96593,1,4,1.32,0.450694,0.755868,SIMULADO_CONTROLADO
1.61816,4.27185,22.72768,1510.627,1400.0,2500.0,4.415,15.2488,1.0,1.1033,1.0,0.0,0,1,0.5475,0.106117,0.133532,SIMULADO_CONTROLADO
1.61354,3.28025,29.51367,333.258,9000.0,500.0,5.962,6.8155,1.1208,1.0211,0.96593,-0.25882,0,3,5.3657,0.236746,0.370778,SIMULADO_CONTROLADO
0.50652,1.5753,19.29227,2605.843,1400.0,7000.0,2.403,15.5289,1.098,1.006,0.86603,-0.5,3,0,3.0274,0.032618,0.044184,SIMULADO_CONTROLADO
1.16426,2.17732,32.08327,89.676,4200.0,2500.0,3.041,10.7166,1.0484,1.0432,0.0,1.0,0,2,3.4037,0.108641,0.136208,SIMULADO_CONTROLADO
2.47894,5.62781,26.42878,381.052,4200.0,1200.0,3.293,10.4185,1.1997,0.9942,-0.5,0.86603,3,5,2.3599,0.237936,0.363056,SIMULADO_CONTROLADO
2.75712,9.09163,18.19554,488.311,4200.0,800.0,3.291,10.4286,1.2309,1.0785,0.96593,-0.25882,0,3,1.1847,0.264381,0.479213,SIMULADO_CONTROLADO
3.04989,8.11388,22.55314,419.479,2200.0,500.0,4.177,11.5542,1.2293,1.0694,-0.5,-0.86603,3,11,1.5646,0.263964,0.469568,SIMULADO_CONTROLADO
0.32335,0.41266,47.01523,568.269,6500.0,2500.0,1.522,10.9509,1.0037,1.0409,-1.0,-0.0,1,0,3.5347,0.029528,0.037246,SIMULADO_CONTROLADO
1.55442,1.57873,59.07616,4125.223,2200.0,7000.0,5.33,14.1637,1.0,1.0616,0.70711,0.70711,2,0,1.9538,0.109747,0.136297,SIMULADO_CONTROLADO
0.57054,1.28903,26.55676,317.509,6500.0,500.0,1.851,10.1883,1.202,1.0125,0.86603,0.5,1,0,3.5565,0.056,0.087024,SIMULADO_CONTROLADO
2.38881,4.03647,35.50841,507.675,2200.0,1200.0,5.511,13.286,1.0791,0.98,-0.70711,-0.70711,1,3,2.8002,0.179799,0.208953,SIMULADO_CONTROLADO
0.4122,1.0408,23.76253,803.892,6500.0,2500.0,1.291,10.2714,1.4541,1.0203,-0.25882,0.96593,1,0,3.1206,0.040131,0.069443,SIMULADO_CONTROLADO
0.74585,1.1265,39.72591,825.568,9000.0,1800.0,5.371,6.2655,1.4615,1.0124,0.70711,-0.70711,2,1,3.2278,0.119042,0.206716,SIMULADO_CONTROLADO
3.46185,6.90981,30.06028,593.233,6500.0,2500.0,3.083,6.5722,1.4785,0.98,-0.70711,0.70711,1,8,1.3951,0.526739,0.86679,SIMULADO_CONTROLADO
1.28037,1.75849,43.68641,213.418,2800.0,2500.0,4.676,12.4734,1.0096,0.9874,0.0,1.0,2,0,1.8471,0.102648,0.099829,SIMULADO_CONTROLADO
4.93589,15.77037,18.7791,1959.206,2200.0,7000.0,2.15,13.322,1.2511,0.98,-0.96593,-0.25882,3,5,4.4086,0.370506,0.575238,SIMULADO_CONTROLADO
3.10653,5.24653,35.52667,1699.443,2200.0,2500.0,4.046,12.931,1.2994,0.9876,-0.25882,0.96593,1,4,6.3354,0.240238,0.364973,SIMULADO_CONTROLADO
1.62536,2.92242,33.37017,1071.568,2200.0,2500.0,2.785,13.8175,1.2813,1.095,-0.96593,-0.25882,1,3,4.4278,0.11763,0.194633,SIMULADO_CONTROLADO
3.84535,8.3064,27.77631,606.711,2800.0,1200.0,1.221,12.7919,1.1033,1.058,0.5,0.86603,0,3,0.0,0.300608,0.399403,SIMULADO_CONTROLADO
1.73623,3.55338,29.31678,515.565,2800.0,800.0,5.043,10.6398,1.3647,1.0784,0.0,1.0,1,1,0.9082,0.163182,0.282921,SIMULADO_CONTROLADO
3.32592,9.22814,21.62461,352.149,6500.0,500.0,1.895,8.752,1.1601,1.0579,0.70711,-0.70711,0,2,2.7409,0.380018,0.624695,SIMULADO_CONTROLADO
1.11586,2.64164,25.3448,196.798,9000.0,500.0,6.18,4.2,1.1805,1.0837,-0.25882,-0.96593,0,2,0.1937,0.265682,0.382059,SIMULADO_CONTROLADO
3.99931,9.51901,25.20837,2145.961,9000.0,4000.0,4.082,4.777,1.0,1.0362,-0.70711,-0.70711,3,4,0.0953,0.837207,1.220535,SIMULADO_CONTROLADO
0.45568,1.04311,26.21093,242.359,4200.0,500.0,1.209,11.0345,1.2632,1.1032,-0.5,0.86603,0,0,1.6207,0.041296,0.066598,SIMULADO_CONTROLADO
0.74481,1.10775,40.34186,762.135,9000.0,1800.0,6.208,4.2,1.1183,0.98,-0.5,-0.86603,1,0,3.2252,0.177336,0.219019,SIMULADO_CONTROLADO
0.8699,2.53408,20.59678,1288.221,9000.0,2500.0,1.904,7.7778,1.2344,1.032,1.0,0.0,3,2,3.7968,0.111843,0.189874,SIMULADO_CONTROLADO
1.21896,2.89603,25.2544,1784.437,2800.0,2500.0,5.62,10.5905,1.1976,0.9889,0.0,1.0,3,2,1.7286,0.1151,0.17425,SIMULADO_CONTROLADO
2.54364,6.43074,23.73265,430.158,2200.0,500.0,2.945,11.2389,1.1889,1.0909,-0.5,0.86603,0,3,1.5673,0.226325,0.360386,SIMULADO_CONTROLADO
1.99108,5.89947,20.25007,5548.467,2800.0,7000.0,4.211,11.8237,1.1527,1.0539,-0.5,-0.86603,0,1,0.7283,0.168398,0.254984,SIMULADO_CONTROLADO
3.35262,5.81862,34.57128,1223.887,900.0,1800.0,5.629,12.2309,1.2859,1.0884,-0.86603,-0.5,1,1,3.5649,0.27411,0.446243,SIMULADO_CONTROLADO
4.39358,5.35185,49.25673,177.782,2200.0,500.0,1.466,15.8913,1.1282,0.98,-0.96593,-0.25882,2,2,3.4238,0.276478,0.351077,SIMULADO_CONTROLADO
0.40307,0.89611,26.98773,398.054,2200.0,500.0,4.804,12.7976,1.0,1.0079,-0.96593,0.25882,3,1,4.4048,0.031496,0.046296,SIMULADO_CONTROLADO
4.75441,15.07551,18.92238,3213.592,6500.0,7000.0,1.987,7.8411,1.251,0.98,-0.86603,0.5,0,8,2.7725,0.606348,0.939815,SIMULADO_CONTROLADO
1.70635,2.82246,36.2736,6385.292,1400.0,7000.0,4.997,14.0338,1.0306,1.0513,-0.86603,0.5,0,1,0.0,0.121588,0.166463,SIMULADO_CONTROLADO
6.14599,8.22352,44.84201,2264.639,4200.0,4000.0,2.052,11.9787,1.0,1.0157,0.86603,0.5,1,6,1.7673,0.513077,0.615721,SIMULADO_CONTROLADO
1.07356,2.70101,23.84801,820.402,2200.0,1200.0,1.316,13.9213,1.0,1.069,0.96593,-0.25882,3,2,4.2995,0.077116,0.113323,SIMULADO_CONTROLADO
0.28248,0.80145,21.14757,1857.219,2200.0,7000.0,2.024,15.7788,1.2053,1.0364,0.0,1.0,0,0,0.0,0.017902,0.023943,SIMULADO_CONTROLADO
3.13122,4.58182,41.00403,599.736,900.0,800.0,4.516,12.897,1.1446,0.98,0.5,0.86603,1,6,2.3219,0.242786,0.324978,SIMULADO_CONTROLADO
2.99521,7.02197,25.59292,395.485,2800.0,800.0,6.424,12.5512,1.0,0.98,-0.5,0.86603,0,3,3.0988,0.238639,0.277914,SIMULADO_CONTROLADO
0.76372,1.26053,36.35257,2921.897,900.0,4000.0,6.342,12.7548,1.0986,1.0387,0.5,-0.86603,0,1,6.7077,0.059877,0.084766,SIMULADO_CONTROLADO
0.83767,3.12062,16.10588,406.718,1400.0,1200.0,5.152,13.2595,1.3471,1.056,-0.86603,-0.5,3,2,1.2377,0.063175,0.109897,SIMULADO_CONTROLADO
3.52829,6.14314,34.46081,783.784,2800.0,1800.0,5.57,10.7936,1.0878,0.98,-0.25882,-0.96593,0,7,2.2445,0.326888,0.430881,SIMULADO_CONTROLADO
2.63299,4.35029,36.3147,1788.368,4200.0,2500.0,5.832,9.3523,1.1335,1.0312,0.5,-0.86603,1,4,6.044,0.281534,0.38355,SIMULADO_CONTROLADO
1.57408,3.75314,25.1642,381.296,2200.0,800.0,4.0,12.4766,1.3269,0.9892,0.70711,0.70711,3,1,1.2645,0.126162,0.212284,SIMULADO_CONTROLADO
2.82721,4.2636,39.78633,1887.341,1400.0,7000.0,2.412,12.2339,1.2873,0.985,-0.96593,-0.25882,2,2,4.7569,0.231097,0.344535,SIMULADO_CONTROLADO
2.44668,6.4548,22.74286,279.1,9000.0,800.0,4.704,6.2993,1.3235,1.0055,-1.0,-0.0,0,3,3.3246,0.388407,0.694053,SIMULADO_CONTROLADO
0.9215,1.22272,45.219,4238.258,2200.0,7000.0,1.95,14.0602,1.0,1.0406,0.70711,0.70711,1,0,2.0359,0.06554,0.078507,SIMULADO_CONTROLADO
3.71214,11.1135,20.04126,589.181,2200.0,800.0,5.612,10.4776,1.4374,1.0032,0.96593,-0.25882,3,7,3.4484,0.354294,0.682871,SIMULADO_CONTROLADO
3.22918,5.14089,37.68819,821.207,900.0,1200.0,3.384,15.3691,1.2618,0.98,-0.25882,0.96593,1,7,2.1902,0.210109,0.3023,SIMULADO_CONTROLADO
2.02568,3.6339,33.44638,243.279,2200.0,800.0,2.612,15.3729,1.5538,1.0402,-0.86603,0.5,2,1,7.2414,0.13177,0.252598,SIMULADO_CONTROLADO
3.52989,3.95964,53.48817,1330.209,1400.0,1800.0,5.67,12.2509,1.0348,1.0192,-0.70711,-0.70711,2,6,0.0,0.288133,0.333974,SIMULADO_CONTROLADO
6.6539,6.65462,59.99355,229.708,2200.0,500.0,1.789,13.0531,1.0,0.9928,-0.25882,0.96593,2,6,1.9068,0.509757,0.544205,SIMULADO_CONTROLADO
0.82848,2.15981,23.01532,182.18,1400.0,800.0,6.367,14.0711,1.1612,1.0211,-0.70711,0.70711,0,0,1.9684,0.058878,0.076086,SIMULADO_CONTROLADO
1.63107,3.96327,24.69279,1382.15,1400.0,1800.0,6.237,13.2772,1.1159,1.0193,-0.5,-0.86603,3,1,2.2186,0.122848,0.169983,SIMULADO_CONTROLADO
1.69556,5.38481,18.89267,868.733,6500.0,2500.0,4.427,8.3449,1.2646,1.037,-0.25882,-0.96593,3,1,4.7689,0.203184,0.339685,SIMULADO_CONTROLADO
3.47648,8.93459,23.34621,5596.102,2800.0,7000.0,4.974,12.9391,1.332,1.0238,-0.70711,-0.70711,0,3,1.5612,0.268681,0.469688,SIMULADO_CONTROLADO
1.20628,3.26719,22.15258,2641.025,4200.0,4000.0,1.397,12.5003,1.146,1.0424,-0.96593,0.25882,3,4,3.5333,0.0965,0.162049,SIMULADO_CONTROLADO
3.34274,10.47953,19.13871,5758.505,4200.0,7000.0,3.517,12.9318,1.1215,1.0328,-0.25882,0.96593,3,8,2.9861,0.258491,0.402966,SIMULADO_CONTROLADO
1.32931,1.84702,43.18242,2747.398,2800.0,4000.0,5.888,11.5301,1.2436,1.0719,0.96593,-0.25882,2,0,4.2608,0.115291,0.191068,SIMULADO_CONTROLADO
0.74151,1.16731,38.11366,3147.013,2800.0,4000.0,1.261,14.1443,1.119,1.1063,0.96593,-0.25882,1,0,2.2119,0.052425,0.087405,SIMULADO_CONTROLADO
2.11711,3.3804,37.57743,274.621,2200.0,1200.0,2.74,14.8845,1.1056,1.0343,0.70711,0.70711,1,4,3.1766,0.142236,0.172675,SIMULADO_CONTROLADO
1.30536,3.11473,25.14547,4490.756,1400.0,7000.0,3.075,11.2787,1.3259,1.007,0.0,1.0,3,1,2.2408,0.115736,0.20082,SIMULADO_CONTROLADO
2.27697,5.23978,26.0733,5620.565,9000.0,7000.0,4.778,7.211,1.3616,0.98,0.86603,-0.5,0,2,0.4293,0.315762,0.585827,SIMULADO_CONTROLADO
2.69034,8.10813,19.9085,367.352,2200.0,1800.0,4.936,11.9728,1.3334,1.0641,0.96593,0.25882,3,8,5.858,0.224704,0.395794,SIMULADO_CONTROLADO
0.43654,1.37776,19.01111,322.311,9000.0,500.0,1.546,7.9045,1.1331,0.9944,-0.70711,0.70711,3,1,0.8994,0.055228,0.080989,SIMULADO_CONTROLADO
1.43304,1.66297,51.70391,126.109,6500.0,500.0,2.353,11.4382,1.0,1.1406,0.25882,-0.96593,2,1,1.4952,0.125285,0.156918,SIMULADO_CONTROLADO
2.11842,2.83352,44.85774,585.824,4200.0,1800.0,5.575,9.9241,1.1363,1.1601,-0.86603,-0.5,1,3,0.7007,0.213462,0.304799,SIMULADO_CONTROLADO
3.54033,4.34307,48.91008,1885.081,6500.0,2500.0,2.217,8.9559,1.0387,1.0254,0.86603,0.5,2,4,3.3442,0.395308,0.486636,SIMULADO_CONTROLADO
3.24582,7.26982,26.78869,1291.614,4200.0,1800.0,2.719,11.5109,1.1392,0.98,0.5,-0.86603,0,5,1.4959,0.281977,0.409884,SIMULADO_CONTROLADO
0.99311,2.36512,25.19393,4018.378,6500.0,7000.0,2.06,7.8303,1.0526,1.0644,-0.96593,0.25882,3,0,5.682,0.12683,0.187164,SIMULADO_CONTROLADO
1.76169,3.0144,35.06548,114.379,6500.0,1800.0,5.198,10.7999,1.1567,1.1294,0.96593,0.25882,1,3,3.6213,0.163121,0.227974,SIMULADO_CONTROLADO
2.79133,6.44371,25.99118,1859.987,4200.0,2500.0,1.344,12.1443,1.0,0.98,0.70711,-0.70711,0,4,1.9186,0.229846,0.295194,SIMULADO_CONTROLADO
1.66761,4.57707,21.86041,3705.16,6500.0,4000.0,2.8,11.2146,1.0,1.1204,-0.5,-0.86603,3,1,0.5895,0.148699,0.224265,SIMULADO_CONTROLADO
1.08003,1.68818,38.3855,2304.056,6500.0,7000.0,4.021,8.2906,1.3556,0.98,0.86603,0.5,2,1,2.2675,0.130272,0.188313,SIMULADO_CONTROLADO
1.93344,2.23535,51.89631,591.895,1400.0,2500.0,1.232,15.0864,1.0049,0.98,-0.5,-0.86603,2,2,3.5921,0.128157,0.1319,SIMULADO_CONTROLADO
2.60587,5.01583,31.17177,1090.214,9000.0,1800.0,6.256,6.3179,1.1601,1.0489,-0.5,-0.86603,0,5,2.4036,0.412461,0.666102,SIMULADO_CONTROLADO
0.90986,2.87204,19.00789,378.991,2800.0,500.0,5.807,10.2641,1.3127,1.0808,0.0,-1.0,3,0,2.2053,0.088645,0.158904,SIMULADO_CONTROLADO
3.00867,4.51201,40.00881,1142.161,900.0,2500.0,4.631,13.8931,1.3063,1.032,0.70711,0.70711,2,3,0.357,0.216559,0.309976,SIMULADO_CONTROLADO
2.21249,6.68755,19.8502,540.889,1400.0,800.0,3.527,15.1008,1.2872,1.0552,-0.96593,-0.25882,3,6,7.2106,0.146514,0.287901,SIMULADO_CONTROLADO
3.08582,7.92612,23.35933,823.935,6500.0,1200.0,2.023,9.334,1.2085,1.0847,-0.86603,0.5,3,4,2.0777,0.330601,0.573524,SIMULADO_CONTROLADO
1.90074,5.15212,22.13543,1017.211,6500.0,1800.0,4.134,8.0599,1.2758,1.0899,0.96593,0.25882,0,1,0.0,0.235827,0.394275,SIMULADO_CONTROLADO
6.0048,14.2115,25.35188,419.163,4200.0,500.0,2.468,13.0278,1.3797,1.007,0.5,0.86603,0,11,0.2424,0.460923,0.857347,SIMULADO_CONTROLADO
2.56973,10.09474,15.27366,1746.971,4200.0,2500.0,4.581,12.4197,1.228,0.9961,0.0,-1.0,3,7,1.7774,0.206908,0.33369,SIMULADO_CONTROLADO
3.33263,3.3502,59.68521,210.073,9000.0,800.0,1.972,8.9849,1.0,1.0824,0.86603,0.5,2,3,6.584,0.370913,0.482683,SIMULADO_CONTROLADO
3.00011,4.6134,39.01817,1282.111,9000.0,1800.0,5.001,4.9397,1.0754,1.0554,0.96593,-0.25882,1,4,2.1422,0.607348,0.870364,SIMULADO_CONTROLADO
1.74388,3.18595,32.8419,604.216,6500.0,1200.0,2.911,8.4947,1.2714,1.0615,-0.70711,-0.70711,1,2,1.7129,0.20529,0.340765,SIMULADO_CONTROLADO
2.40631,2.93863,49.13116,267.861,900.0,1200.0,3.861,13.7969,1.0597,1.0052,0.86603,0.5,2,5,4.2739,0.17441,0.196937,SIMULADO_CONTROLADO
1.23021,5.81022,12.70395,474.896,6500.0,1200.0,2.058,10.4363,1.4192,1.0637,0.86603,-0.5,3,3,4.4271,0.117879,0.225437,SIMULADO_CONTROLADO
5.72074,17.67231,19.42274,51.03,2800.0,500.0,2.558,11.6126,1.1499,0.9857,0.96593,-0.25882,0,9,3.8841,0.492631,0.669073,SIMULADO_CONTROLADO
2.7763,3.80214,43.81165,480.325,6500.0,800.0,3.586,7.5178,1.1736,1.0461,-0.96593,-0.25882,2,5,2.9197,0.369295,0.565379,SIMULADO_CONTROLADO
1.02539,2.92857,21.00798,2395.721,6500.0,4000.0,3.628,8.01,1.34,1.04,-0.96593,0.25882,3,1,0.1809,0.128013,0.230439,SIMULADO_CONTROLADO
4.88012,8.79339,33.29857,185.47,4200.0,500.0,6.499,8.7497,1.1307,1.0403,-0.86603,0.5,1,6,0.9229,0.55775,0.731112,SIMULADO_CONTROLADO
1.8135,3.7323,29.15366,683.726,9000.0,1800.0,2.978,7.7213,1.1882,1.0702,0.5,0.86603,1,3,0.0,0.234871,0.358775,SIMULADO_CONTROLADO
3.66065,14.13597,15.53758,141.229,1400.0,500.0,1.647,15.8391,1.3039,0.9891,-1.0,-0.0,3,7,2.0297,0.231114,0.369084,SIMULADO_CONTROLADO
0.4239,0.89365,28.46067,810.162,6500.0,1800.0,3.978,8.1317,1.0,1.0655,1.0,0.0,0,0,1.6082,0.052129,0.060715,SIMULADO_CONTROLADO
4.29758,7.10187,36.30805,1136.54,2200.0,2500.0,2.906,13.2598,1.1144,1.0359,-0.70711,0.70711,1,3,1.3903,0.324106,0.42159,SIMULADO_CONTROLADO
2.69577,5.05846,31.97546,399.16,1400.0,1800.0,5.852,9.9188,1.2927,0.9994,0.0,-1.0,1,4,3.0865,0.271784,0.417672,SIMULADO_CONTROLADO
0.95504,2.24813,25.48889,2543.645,6500.0,4000.0,2.315,8.9095,1.1705,0.98,-0.5,0.86603,3,2,1.1199,0.107193,0.151885,SIMULADO_CONTROLADO
2.66237,6.02667,26.50589,143.361,9000.0,800.0,5.735,6.912,1.3948,1.12,0.70711,-0.70711,0,5,1.785,0.385182,0.728279,SIMULADO_CONTROLADO
5.34629,6.41274,50.02185,931.59,900.0,1800.0,4.717,13.3632,1.0,1.0319,0.96593,-0.25882,1,3,1.4787,0.400076,0.493661,SIMULADO_CONTROLADO
1.26091,3.21929,23.50037,309.442,9000.0,800.0,2.196,5.7006,1.0,1.019,-0.96593,0.25882,0,2,2.4331,0.221187,0.304582,SIMULADO_CONTROLADO
1.24696,4.65871,16.05977,1746.297,2200.0,1800.0,3.348,14.945,1.2831,0.9835,0.86603,-0.5,3,1,3.2657,0.083437,0.147088,SIMULADO_CONTROLADO
1.7235,2.29039,45.14955,240.379,9000.0,500.0,3.81,4.9482,1.2985,1.084,-1.0,-0.0,2,3,0.0,0.348311,0.571503,SIMULADO_CONTROLADO
2.10363,3.56726,35.3823,13.426,900.0,800.0,3.966,16.1708,1.1291,1.0805,0.25882,0.96593,1,3,3.4518,0.130089,0.170955,SIMULADO_CONTROLADO
3.82557,6.07955,37.7551,1285.947,4200.0,2500.0,3.305,14.7784,1.2241,1.0718,-0.86603,-0.5,1,4,3.0549,0.258862,0.408951,SIMULADO_CONTROLADO
2.80284,6.9263,24.28,1022.266,2800.0,4000.0,4.299,12.1344,1.2792,1.0323,-0.70711,0.70711,0,6,3.3791,0.230983,0.365131,SIMULADO_CONTROLADO
1.72235,3.37784,30.5938,471.14,6500.0,800.0,4.999,9.7431,1.0298,1.0688,1.0,0.0,3,3,2.7798,0.176776,0.243368,SIMULADO_CONTROLADO
2.48167,2.62579,56.70671,204.785,2800.0,800.0,3.883,10.45,1.0469,0.9979,-0.25882,0.96593,2,1,3.2593,0.237479,0.261682,SIMULADO_CONTROLADO
5.92618,8.9955,39.52762,358.841,900.0,1200.0,4.393,12.0677,1.1904,1.0448,0.0,1.0,1,8,1.6271,0.491079,0.722543,SIMULADO_CONTROLADO
3.14931,6.18625,30.54495,415.971,1400.0,800.0,5.756,12.0538,1.3047,1.0326,0.70711,0.70711,1,4,3.4311,0.261271,0.420213,SIMULADO_CONTROLADO
1.86681,2.05105,54.61016,5735.79,1400.0,7000.0,3.838,14.8598,1.0,1.047,0.96593,-0.25882,2,3,4.9036,0.125628,0.173002,SIMULADO_CONTROLADO
1.68345,2.12541,47.52366,491.288,9000.0,2500.0,3.406,6.4692,1.1283,0.98,0.96593,-0.25882,2,1,1.4597,0.260225,0.330428,SIMULADO_CONTROLADO
2.37695,4.53536,31.44558,1041.89,900.0,1200.0,2.513,14.7454,1.1209,1.1191,-0.5,-0.86603,1,1,1.5359,0.161199,0.253517,SIMULADO_CONTROLADO
3.79378,5.67359,40.12044,1634.905,6500.0,1800.0,1.896,8.0977,1.2269,1.1078,-0.86603,0.5,1,4,3.8241,0.468502,0.837343,SIMULADO_CONTROLADO
1.11745,1.32892,50.4523,692.35,2800.0,1800.0,2.749,12.8101,1.1586,0.9832,0.5,0.86603,2,1,1.3366,0.087232,0.105706,SIMULADO_CONTROLADO
3.44794,4.14629,49.89436,881.812,2800.0,1800.0,3.353,11.919,1.0727,1.061,-0.96593,-0.25882,2,5,0.9896,0.289282,0.401811,SIMULADO_CONTROLADO
1.83846,2.41552,45.66637,739.527,9000.0,1200.0,5.251,4.5303,1.3598,0.98,-0.96593,0.25882,2,3,3.3866,0.40582,0.668494,SIMULADO_CONTROLADO
2.04931,4.83732,25.41881,1245.345,6500.0,7000.0,2.352,8.2326,1.0737,1.0388,-0.25882,-0.96593,0,1,1.596,0.248927,0.33249,SIMULADO_CONTROLADO
9.05849,17.8937,30.37434,751.627,4200.0,1200.0,4.921,10.8157,1.1133,0.98,-0.25882,0.96593,1,13,5.0657,0.837531,1.232191,SIMULADO_CONTROLADO
3.21212,3.26493,59.02948,620.883,6500.0,1200.0,1.619,8.9071,1.0,1.0219,0.5,0.86603,2,7,1.521,0.360624,0.429828,SIMULADO_CONTROLADO
1.33892,4.27533,18.79045,410.211,2800.0,500.0,2.039,13.2744,1.0458,1.0131,-0.96593,-0.25882,3,2,0.7799,0.100865,0.144633,SIMULADO_CONTROLADO
2.69025,3.7124,43.47992,1264.07,9000.0,1800.0,2.93,4.5589,1.2426,1.0871,0.5,-0.86603,2,3,2.4899,0.590111,0.974395,SIMULADO_CONTROLADO
3.92296,6.6307,35.49809,2056.436,6500.0,4000.0,3.69,9.4432,1.2113,1.1101,0.70711,-0.70711,1,9,3.4144,0.415425,0.7313,SIMULADO_CONTROLADO
3.23646,4.28345,45.33436,1138.864,9000.0,7000.0,2.159,7.3173,1.2559,1.1111,-0.5,-0.86603,2,2,3.1727,0.4423,0.714677,SIMULADO_CONTROLADO
0.22769,0.49806,27.42904,909.276,2800.0,1800.0,1.794,13.1152,1.2482,1.0871,-0.96593,0.25882,0,0,3.6317,0.017361,0.029072,SIMULADO_CONTROLADO
1.98663,5.32056,22.40327,149.967,4200.0,500.0,4.199,11.1043,1.494,1.0387,0.25882,-0.96593,0,2,1.3384,0.178906,0.302279,SIMULADO_CONTROLADO
2.77383,3.02232,55.06677,2052.675,2800.0,4000.0,3.384,13.7984,1.0403,1.0525,1.0,0.0,2,1,4.8845,0.201025,0.249573,SIMULADO_CONTROLADO
2.61836,7.19428,21.83699,570.29,9000.0,2500.0,3.404,4.7295,1.0,1.0523,1.0,0.0,3,8,0.0,0.553619,0.74312,SIMULADO_CONTROLADO
